講義名,開講期間,曜日・時限,講義室,URL,講義室（改良）
電磁気学Ⅱ,第2,木4,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12060_ja_JP.html,工-32
電磁気学Ⅱ,第1,木4,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_R12060_ja_JP.html,工-31
量子化学,第2,木4,理-4番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13184_ja_JP.html,工-23
量子化学,第1,木4,理-4番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13184_ja_JP.html,工-22
有機機器分析,第1,木4,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13263_ja_JP.html,工-23
有機機器分析,第2,木4,理-8番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13263_ja_JP.html,工-31
タンパク質生化学,第1,木4,理-11番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0404/0404_R14073_ja_JP.html,工-12
タンパク質生化学,第2,木4,理-11番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0404/0404_R14073_ja_JP.html,工-21
力学基礎,第1,木4,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_RT2011_ja_JP.html,工-21
力学基礎,第2,木4,理-1番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0402/0402_RT2011_ja_JP.html,"工-21, 工-22"
基礎生体適応学,第1,木4,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_RT4051_ja_JP.html,全学講義棟 1-203
基礎生体適応学,第2,木4,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0405/0405_RT4051_ja_JP.html,全学講義棟 1-203
線形代数基礎,第2,木4,全学講義棟 1-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_RT1003-6_ja_JP.html,全学講義棟 1-207
線形代数基礎,第1,木4,全学講義棟 1-402,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_RT1003-6_ja_JP.html,全学講義棟 1-207
確率・統計基礎,第2,木4,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_RT1005-2_ja_JP.html,全学講義棟 2-103
確率・統計基礎,第1,木4,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_RT1005-2_ja_JP.html,全学講義棟 2-102
ハードウェア工学,第1,木4,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73360_ja_JP.html,全学講義棟 2-101
ハードウェア工学,第2,木4,工-54,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_T73360_ja_JP.html,全学講義棟 2-102
社会デザインプロセス論,第1,木4,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76330_ja_JP.html,全学講義棟 1-403
社会デザインプロセス論,第2,木4,工-32,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76330_ja_JP.html,全学講義棟 2-101
課題探索型セミナーⅠ,第1,木4,"工-セミナー室2, 工-演習室2, 工-56",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71180_ja_JP.html,全学講義棟 2-103
課題探索型セミナーⅠ,第2,木4,"工-セミナー室2, 工-演習室2, 工-56",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71180_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
機械工作実習,第1,木4,実習工場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71190_ja_JP.html,全学講義棟 1-304
機械工作実習,第2,木4,実習工場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71190_ja_JP.html,全学講義棟 1-304
電気電子物理工学実験Ⅱ,第1,木4,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72090_ja_JP.html,全学講義棟 2-201
電気電子物理工学実験Ⅱ,第2,木4,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72090_ja_JP.html,全学講義棟 2-202
建築設計製図Ⅱ,第2,木4,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76570_ja_JP.html,全学講義棟 1-301
建築設計製図Ⅱ,第1,木4,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76570_ja_JP.html,全学講義棟 1-301
応用化学実験Ⅰ,第2,木4,"工-21, 工-22",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74420_ja_JP.html,全学講義棟 1-401
応用化学実験Ⅰ,第1,木4,"工-21, 工-22",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74420_ja_JP.html,全学講義棟 1-401
応用化学実験Ⅲ,第1,木4,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74440_ja_JP.html,全学講義棟 1-402
応用化学実験Ⅲ,第2,木4,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74440_ja_JP.html,全学講義棟 1-402
ロシア語Ⅱa（講読）　隔年開講,第2,木4,全学講義棟 2-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX24211_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
ロシア語Ⅱa（講読）　隔年開講,第1,木4,全学講義棟 2-101,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_NX24211_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
地域金融×地域創生入門　第１・２ターム 木４,第2,木4,全学講義棟 1-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ500111_ja_JP.html,全学講義棟 1-204
地域金融×地域創生入門　第１・２ターム 木４,第1,木4,全学講義棟 1-301,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ500111_ja_JP.html,全学講義棟 1-204
人間論Ⅰ,第2,木4,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC124110_ja_JP.html,全学講義棟 2-502
人間論Ⅰ,第1,木4,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC124110_ja_JP.html,全学講義棟 2-501
発生生物学特論2,第2,木4,理-2番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12110_ja_JP.html,工-22
発生生物学特論2,第1,木4,理-2番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240102/240102_MM12110_ja_JP.html,"工-21, 工-22"
知的財産権の概要とその活用,第2,木4,全学講義棟 1-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM87020_ja_JP.html,全学講義棟 1-206
知的財産権の概要とその活用,第1,木4,全学講義棟 1-401,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM87020_ja_JP.html,全学講義棟 1-206
生体制御学特論5,第1,木4,工-セミナー室6,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240100/240100_MM10100_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
生体制御学特論5,第2,木4,工-セミナー室6,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240100/240100_MM10100_ja_JP.html,全学講義棟 2-201
科学技術日本語Ⅲ　(前期)(梶山),第1,木4,工-演習室3,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80050_ja_JP.html,全学講義棟 2-202
科学技術日本語Ⅲ　(前期)(梶山),第2,木4,工-演習室3,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM80050_ja_JP.html,全学講義棟 2-203
日本政治思想史研究特論Ⅱ,第2,木4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC13122_ja_JP.html,"工-54, 工学部情報工学科棟-端末演習室"
日本政治思想史研究特論Ⅱ,第1,木4,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC13122_ja_JP.html,工-54
言語学入門Ｂ,第2,木5,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F31032_ja_JP.html,全学講義棟 2-401
言語学入門Ｂ,第1,木5,教養学部-31,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F31032_ja_JP.html,全学講義棟 2-501
考古学実習Ａ,第2,木5,教養学部-37,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F32105_ja_JP.html,全学講義棟 2-502
考古学実習Ａ,第1,木5,教養学部-37,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F32105_ja_JP.html,全学講義棟 3-101
芸術論Ⅰ,第1,木5,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F34081_ja_JP.html,全学講義棟 1-203
芸術論Ⅰ,第2,木5,全学講義棟 1-203,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F34081_ja_JP.html,全学講義棟 1-203
ドイツ語会話(初級)ⅠＡ,第2,木5,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F43031_ja_JP.html,全学講義棟 2-501
ドイツ語会話(初級)ⅠＡ,第1,木5,教養学部-36,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/01/01_F43031_ja_JP.html,全学講義棟 2-502
数学科指導法Ｃ（他学部用）　他学部用,第1,木5,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P14059_ja_JP.html,全学講義棟 1-206
数学科指導法Ｃ（他学部用）　他学部用,第2,木5,全学講義棟 1-303,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_P14059_ja_JP.html,全学講義棟 1-206
国文学史概説Ｂ,第2,木5,教育Ａ１１３プロジェクト室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10161_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
国文学史概説Ｂ,第1,木5,教育Ａ１１３プロジェクト室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y10161_ja_JP.html,全学講義棟 2-202
中等社会科指導法A（地理歴史科）　電子黒板の教室,第1,木5,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y12061_ja_JP.html,全学講義棟 2-301
中等社会科指導法A（地理歴史科）　電子黒板の教室,第2,木5,教育Ａ３２４講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y12061_ja_JP.html,全学講義棟 2-202
代数学Ａ,第1,木5,教育Ａ２１０講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14061_ja_JP.html,全学講義棟 2-203
代数学Ａ,第2,木5,教育Ａ２１０講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y14061_ja_JP.html,全学講義棟 2-201
木管楽器演習Ａ,第2,木5,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18352_ja_JP.html,全学講義棟 2-102
木管楽器演習Ａ,第1,木5,教育コモ棟音楽第１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18352_ja_JP.html,全学講義棟 2-201
作曲 I （編曲法を含む）,第2,木5,コモ棟ＭＬ第１実習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18502_ja_JP.html,全学講義棟 1-202
作曲 I （編曲法を含む）,第1,木5,コモ棟ＭＬ第１実習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y18502_ja_JP.html,全学講義棟 1-202
教育学演習 IF,第2,木5,コモ棟教育学第２演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32216_ja_JP.html,全学講義棟 1-201
教育学演習 IF,第1,木5,コモ棟教育学第２演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y32216_ja_JP.html,全学講義棟 1-201
心理学演習 IIA,第2,木5,心理・教育実践学第１演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34141_ja_JP.html,全学講義棟 2-101
心理学演習 IIA,第1,木5,心理・教育実践学第１演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y34141_ja_JP.html,"全学講義棟 2-103, 全学講義棟 3-203"
保育内容「健康」　副3年以上(22年入学者以前)、副2年以上(23年入学者～),第2,木5,教育Ｃ１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38030_ja_JP.html,全学講義棟 2-203
保育内容「健康」　副3年以上(22年入学者以前)、副2年以上(23年入学者～),第1,木5,教育Ｃ１講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/02/02_Y38030_ja_JP.html,全学講義棟 2-302
応用解析学Ⅰ,第2,木5,理-10番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_R11395_ja_JP.html,全学講義棟 3-101
応用解析学Ⅰ,第1,木5,理-10番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_R11395_ja_JP.html,全学講義棟 3-201
機器分析,第1,木5,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13083_ja_JP.html,全学講義棟 1-204
機器分析,第2,木5,全学講義棟 1-205,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0403/0403_R13083_ja_JP.html,全学講義棟 1-204
解析概論Ａ,第2,木5,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_RT1031_ja_JP.html,全学講義棟 3-202
解析概論Ａ,第1,木5,理-9番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0401/0401_RT1031_ja_JP.html,全学講義棟 3-203
機械設計学,第2,木5,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71140_ja_JP.html,全学講義棟 1-305
機械設計学,第1,木5,工-55,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71140_ja_JP.html,全学講義棟 1-402
情報基礎　(情報),第1,木5,工学部情報工学科棟-端末演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_TX67111_ja_JP.html,全学講義棟 2-103
情報基礎　(情報),第2,木5,工学部情報工学科棟-端末演習室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0523/0523_TX67111_ja_JP.html,全学講義棟 1-403
課題探索型セミナーⅠ,第2,木5,"工-セミナー室2, 工-演習室2, 工-56",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71180_ja_JP.html,全学講義棟 1-401
課題探索型セミナーⅠ,第1,木5,"工-セミナー室2, 工-演習室2, 工-56",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71180_ja_JP.html,全学講義棟 1-403
機械工作実習,第2,木5,実習工場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71190_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
機械工作実習,第1,木5,実習工場,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0521/0521_T71190_ja_JP.html,"全学講義棟 1-301, 情報メディア端末室(1), 情報メディア端末室(2)"
電気電子物理工学実験Ⅱ,第1,木5,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72090_ja_JP.html,全学講義棟 2-102
電気電子物理工学実験Ⅱ,第2,木5,"工-演習室1, 情報メディア端末室(2), 工-50, 電気電子実験室",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0522/0522_T72090_ja_JP.html,全学講義棟 1-402
建築設計製図Ⅱ,第2,木5,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76570_ja_JP.html,全学講義棟 1-301
建築設計製図Ⅱ,第1,木5,全学講義棟 1-403,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0525/0525_T76570_ja_JP.html,全学講義棟 1-301
応用化学実験Ⅰ,第1,木5,"工-21, 工-22",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74420_ja_JP.html,全学講義棟 1-304
応用化学実験Ⅰ,第2,木5,"工-21, 工-22",https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74420_ja_JP.html,全学講義棟 1-302
応用化学実験Ⅲ,第2,木5,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74440_ja_JP.html,全学講義棟 1-303
応用化学実験Ⅲ,第1,木5,工-23,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/0524/0524_T74440_ja_JP.html,全学講義棟 1-305
AL2（経済社会とジェンダー）　第１・２ターム 木５,第1,木5,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ606031_ja_JP.html,全学講義棟 1-207
AL2（経済社会とジェンダー）　第１・２ターム 木５,第2,木5,全学講義棟 1-305,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/06/06_XZ606031_ja_JP.html,全学講義棟 1-207
芸術論研究基礎Ⅰ,第1,木5,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110410_ja_JP.html,全学講義棟 2-401
芸術論研究基礎Ⅰ,第2,木5,教養学部-21,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC110410_ja_JP.html,全学講義棟 2-301
異文化間教育論,第1,木5,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC123410_ja_JP.html,全学講義棟 2-402
異文化間教育論,第2,木5,教養学部-24,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/17/17_BC123410_ja_JP.html,全学講義棟 2-302
分子細胞学特論6,第1,木5,理-11番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240101/240101_MM11170_ja_JP.html,全学講義棟 3-202
分子細胞学特論6,第2,木5,理-11番講義室,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240101/240101_MM11170_ja_JP.html,全学講義棟 3-201
光ハードウェア機械学習特論,第1,木5,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33260_ja_JP.html,全学講義棟 1-401
光ハードウェア機械学習特論,第2,木5,工-51,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/240303/240303_MM33260_ja_JP.html,全学講義棟 1-304
技術者のための産業経営特論　前期,第2,木5,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM87010_ja_JP.html,全学講義棟 1-205
技術者のための産業経営特論　前期,第1,木5,全学講義棟 1-207,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/24/24_MM87010_ja_JP.html,全学講義棟 1-205
神経内分泌学特論,第2,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250001/250001_D10400_ja_JP.html,工-21
神経内分泌学特論,第1,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250001/250001_D10400_ja_JP.html,工-22
情報理論的手法特論,第2,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30540_ja_JP.html,"工-21, 工-22"
情報理論的手法特論,第1,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/250003/250003_D30540_ja_JP.html,工-23
日本語教育研究特論Ⅲ,第2,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC12123_ja_JP.html,工-22
日本語教育研究特論Ⅲ,第1,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC12123_ja_JP.html,工-31
中国古典研究特論Ⅱ,第1,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC13432_ja_JP.html,工-32
中国古典研究特論Ⅱ,第2,木5,,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/27/27_GC13432_ja_JP.html,工-23
演習　第１・２ターム,第2,木6,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80001_ja_JP.html,全学講義棟 1-201
演習　第１・２ターム,第1,木6,全学講義棟 1-202,https://syllabus.risyu.saitama-u.ac.jp/syllabusHtml/2024/03/03_A80001_ja_JP.html,全学講義棟 1-201
